Name,Company,Business address,Suburb,State,Postcode,Region,Phone,Link,Provider number,Latitude,Longitude
Work Rehab - Albury / Wodonga,Work Rehab,Regional Business Hub 15 High Street,Wodonga,VIC,3690,Riverina,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=902,878,-36.1370976,146.8717861
Work Rehab - Batemans Bay,Work Rehab,12 Vesper Street,Batemans Bay,NSW,2536,South Coast,02 4415 1800,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1045,1020,-35.7112338,150.1739295
Work Rehab - Bathurst,Work Rehab,103 Piper Street,Bathurst,NSW,2795,Nepean Blue Mountains,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=906,882,-33.4154582,149.6080758
Work Rehab - Campbelltown,Work Rehab,70 Topham Road,Smeaton Grange,NSW,2567,Southern Highlands,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=907,883,-34.0359778,150.7551036
Work Rehab - Canberra,Work Rehab,Unit 1 22 Napier Close,Deakin,ACT,2600,Act,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=897,873,-35.3069742,149.1133679
Work Rehab - Chatswood,Work Rehab,821 Pacific Highway,Chatswood,NSW,2067,Sydney North,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=908,884,-33.7948928,151.1792305
Work Rehab - Coffs Harbour,Work Rehab,The Professional Centre 1/9 Park Avenue,Coffs Harbour,NSW,2450,Mid North Coast,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=835,812,-30.2695516,153.1027547
Work Rehab - Dubbo,Work Rehab,1/80 Gipps Street,Dubbo,NSW,2830,Central West,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=905,881,-32.2524783,148.6103392
Work Rehab - Hornsby,Work Rehab,"Suite 1A, Level 2 802 Pacific Highway",Gordon,NSW,2072,Sydney North,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=830,806,-33.7549495,151.152396
Work Rehab - Lismore,Work Rehab,50 Oliver Avenue,Goonellabah,NSW,2480,Northern Rivers,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=900,876,-28.8243235,153.326577
Work Rehab - Liverpool,Work Rehab,2/215-219 George Street,Liverpool,NSW,2170,Sydney West,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=831,808,-33.9314256,150.9091697
Work Rehab - Maitland,Work Rehab,48 Melbourne Street,East Maitland,NSW,2323,Hunter,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=898,874,-32.7575206,151.5854642
Work Rehab - Miranda,Work Rehab,"Suite 210, 29 Kiora Road",Miranda,NSW,2228,Sydney South,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=778,754,-34.0353003,151.1034653
Work Rehab - Newcastle,Work Rehab,36 Johns Street,Warners Bay,NSW,2282,Hunter,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=829,805,-32.9715207,151.6498285
Work Rehab - North Strathfield,Work Rehab,"Suite5, Level 2, 22 George Street",North Strathfield,NSW,2137,Sydney,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=828,804,-33.8590236,151.0881331
Work Rehab - Orange,Work Rehab,Level 1 34 Sale Street,Bathurst,NSW,2795,Central West,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=832,809,-33.4154582,149.6080758
Work Rehab - Parramatta,Work Rehab,91 Phillip Street,Parramatta,NSW,2150,Sydney West,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=903,879,-33.8131355,151.0062734
Work Rehab - Penrith,Work Rehab,95B Station Street,Penrith,NSW,2750,Nepean Blue Mountains,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=904,880,-33.7521389,150.6953619
Work Rehab - Port Macquarie,Work Rehab,Glasshouse Port Macquarie Cnr Clarence And Hay Streets,Port Macquarie,NSW,2444,Mid North Coast,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=834,811,-31.4482673,152.8830412
Work Rehab - Singleton,Work Rehab,Ground Floor 254 John Street,Singleton,NSW,2330,Hunter,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=899,875,-32.6616548,151.0506202
Work Rehab - Tamworth,Work Rehab,Shop 7 Atrium 345 Peel Street,Tamworth,NSW,2340,North West Slopes & Plains,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=833,810,-31.1062573,150.9181513
Work Rehab - Wollongong,Work Rehab,1 Burelli Street,Wollongong,NSW,2500,Illawarra Shoalhaven,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=779,755,-34.4267578,150.8980948
Work Rehab - Wyong,Work Rehab,3 Amy Close,Wyong,NSW,2259,Central Coast,1300 856 440,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=901,877,-33.267577,151.4362717
Workactive Injury Management & Rehabilitation,Workactive Injury Management & Rehabilitation,194 Heathcote Road,Hammondville,NSW,2170,Sydney West,1300 196 752,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=403,403,-33.9426382,150.9430272
Workcare Group,Workcare Group,21 Darrell Road,Calala,NSW,2340,North West Slopes & Plains,0412 412 910,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1048,1023,-31.1361608,150.950792
Workcom - Sydney,Workcom,44 Market Street,Sydney,NSW,2000,Sydney Central,1300 654 425,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1031,1006,-33.8692957,151.2070786
Workers Health Centre - Newcastle,Workers Health Centre,"Level 2, Suite 4, Devonshire House 406-408 King Street",Newcastle West,NSW,2302,Hunter,02 9749 7666,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=586,618,-32.9269879,151.7625837
Workers Health Centre - Parramatta,Workers Health Centre,"Level 4, Suite 2 20 - 24 Wentworth Street",Parramatta,NSW,2150,Sydney West,02 9749 7666,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=587,619,-33.8132774,151.0072765
Workfocus - Orange,Workfocus,Suite 4 179-181 Byng Street,Orange,NSW,2800,Central West,02 6361 6600,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=463,457,-33.2899635,149.0813814
Workfocus - Albury,Workfocus,118 Hovell Street,Albury,NSW,2640,Riverina,02 6239 8700,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=848,825,-36.0872337,146.9171931
Workfocus - Brisbane,Workfocus,"Level 12, 295 Ann Street",Brisbane,QLD,4000,Queensland,07 3366 2775,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=656,639,-27.465945,153.0216801
Workfocus - Canberra,Workfocus,"Suite 343, 2 Endeavour House Captain Cook Crescent",Manuka,ACT,2603,Act,02 6239 8709,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=650,631,-35.3295068,149.1217019
Workfocus - Central Coast,Workfocus,"Suite 3, 11 Platinum Building 4 Ilya Avenue",Erina,NSW,2250,Central Coast,1300 570 181,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=549,538,-33.4111469,151.3320154
Workfocus - Deniliquin,Workfocus,282 George Street,Deniliquin,NSW,2710,Riverina,02 6239 8700,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=850,827,-35.7006157,144.8980893
Workfocus - Dubbo,Workfocus,1/207 Brisbane Street,Dubbo,NSW,2830,Central West,02 6361 6600,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=550,539,-32.2524454,148.6028578
Workfocus - Griffith,Workfocus,86 Yambil Street,Griffith,NSW,2680,Riverina,02 6239 8700,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=851,828,-34.2884609,146.0390207
Workfocus - Lismore,Workfocus,"Suite 9B, Conway Plaza 21 Conway Street",Lismore,NSW,2480,Northern Rivers,02 4929 6565,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=853,830,-28.7788628,153.2816187
Workfocus - Newcastle,Workfocus,"Level 2, 15 Lambton Road",Broadmeadow,NSW,2292,Hunter,02 4929 6565,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=425,425,-32.9224901,151.7310064
Workfocus - Nowra,Workfocus,108B Kinghorne Street,Nowra,NSW,2541,Illawarra Shoalhaven,02 4254 3300,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=849,826,-34.8827939,150.6013799
Workfocus - Port Macquarie,Workfocus,"C/- Level 3, 116 Hunter Street",Newcastle,NSW,2300,Mid North Coast,02 4929 6565,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=551,540,-32.9286867,151.7756084
Workfocus - Sydney,Workfocus,"Suite 1, Level 15 1 Market Street",Sydney,NSW,2000,Sydney Central,02 9098 2600,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=391,391,-33.8692957,151.2070786
Workfocus - Tamworth,Workfocus,Suite 14 & 15 Shop 7/345 Peel Street,Tamworth,NSW,2340,North West Slopes & Plains,02 4929 6565,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=552,541,-31.1062573,150.9181513
Workfocus - Wagga Wagga,Workfocus,66-70 Coleman Street,Wagga Wagga,NSW,2650,Riverina,02 6239 8700,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=852,829,-35.1229675,147.3631757
Workfocus - Wollongong,Workfocus,Level 5 304 Crown Street,Wollongong,NSW,2500,Illawarra Shoalhaven,02 4254 3300,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=553,542,-34.4214498,150.8900387
Workplace Oh&S Solutions,Workplace Oh&S Solutions,Po Box 523,Miranda,NSW,1409,"Act, Southern Highlands, Tablelands, Central Coast, Central West, Mid North Coast, Far North Coast, Hunter, Illawarra And Shoalhaven, Blue Mountains, North West Slopes And Plains, Riverina, South Coast, Sydney, Western Nsw",1800 013 429,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=540,529,-34.0335434,151.1037193
Workplace Rehabilitation Management,Workplace Rehabilitation Management,19 Brookhollow Avenue,Norwest Business Park,NSW,2153,"Sydney West, Sydney South West",1300 853 681,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=466,460,-33.7499366,150.99108
Worksmart Rehabilitation Pty Ltd,Worksmart Rehabilitation Pty Ltd,520/368 Sussex Street,Sydney,NSW,2000,Sydney Central,02 8964 9234,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=455,450,-33.8692957,151.2070786
